Age,Income,Clicks,Conversion Rate,CTR,Age_AdType,Income_AdPlacement,Click_DayOfWeek,Click_Hour,Click_Month,High_CTR,High_Conversion,Gender_Male,Gender_Other,Location_Suburban,Location_Urban,Ad Type_Native,Ad Type_Text,Ad Type_Video,Ad Topic_Finance,Ad Topic_Food,Ad Topic_Health,Ad Topic_Technology,Ad Topic_Travel,Ad Placement_Social Media,Ad Placement_Website,Age_Group_19-25,Age_Group_26-35,Age_Group_36-45,Age_Group_46-55,Age_Group_56-65,Age_Group_66+,Income_Group_Medium,Income_Group_High,Income_Group_Very High
19.0,74351.95,5.0,0.1011,0.0781,19.0_Video,Very High_Search Engine,3,20,4,1,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
26.0,52636.56,10.0,0.0766,0.0212,26.0_Video,High_Website,6,20,6,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
35.0,56455.14,4.0,0.0525,0.0712,35.0_Video,High_Social Media,1,20,11,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
37.0,43613.89,3.0,0.0464,0.0454,37.0_Text,Medium_Search Engine,4,20,8,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
27.0,72413.13,3.0,0.3492,0.0344,27.0_Video,Very High_Social Media,0,20,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
39.0,30435.29,3.0,0.1096,0.0277,39.0_Text,Low_Search Engine,5,20,1,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
47.0,100940.38,5.0,0.1082,0.0472,47.0_Banner,Very High_Social Media,3,20,10,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
30.0,49454.57,4.0,0.2573,0.063,30.0_Video,Medium_Search Engine,0,20,7,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
56.0,76848.87,6.0,0.0528,0.0772,56.0_Native,Very High_Social Media,1,20,8,1,0,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
56.0,77312.65,4.0,0.3425,0.0039,56.0_Native,Very High_Social Media,2,20,2,0,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
28.0,53860.74,7.0,0.1439,0.0513,28.0_Banner,High_Search Engine,5,20,3,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
25.0,59265.52,9.0,0.1013,0.0267,25.0_Text,High_Social Media,4,20,7,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
10.0,17642.36,3.0,0.1855,0.0435,10.0_Native,Low_Search Engine,2,20,2,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,60729.46,5.0,0.3607,0.0378,33.0_Native,High_Social Media,3,20,3,0,1,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
29.0,39640.02,6.0,0.1027,0.0708,29.0_Video,Medium_Search Engine,2,20,6,1,0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46.0,66579.15,3.0,0.1553,0.0505,46.0_Video,Very High_Website,5,20,8,1,0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
12.0,4343.16,8.0,0.1622,0.0351,12.0_Video,Low_Search Engine,6,20,9,0,0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,35583.82,3.0,0.161,0.0573,30.0_Video,Low_Social Media,4,20,2,1,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
49.0,60140.53,3.0,0.0788,0.019,49.0_Banner,High_Search Engine,4,20,9,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
24.0,50373.03,6.0,0.1148,0.0386,24.0_Text,High_Website,3,20,11,0,0,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
23.0,50616.3,5.0,0.2428,0.0331,23.0_Banner,High_Search Engine,2,20,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
13.0,38052.89,2.0,0.1962,0.0413,13.0_Video,Medium_Website,2,20,12,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
72.5,42973.6,8.0,0.2291,0.0615,72.5_Video,Medium_Social Media,3,20,2,1,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
23.0,44440.21,9.0,0.0597,0.0396,23.0_Text,Medium_Search Engine,6,20,11,0,0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15.0,102678.3825,2.0,0.1201,0.0442,15.0_Video,Very High_Search Engine,0,20,4,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
22.0,50211.19,6.0,0.1519,0.033,22.0_Native,Medium_Website,1,20,12,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
23.0,28485.92,7.0,0.2301,0.0554,23.0_Text,Low_Search Engine,3,20,11,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30.0,69700.92,1.0,0.1234,0.042,30.0_Banner,Very High_Social Media,3,20,8,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
47.0,49199.41,2.0,0.1506,0.0399,47.0_Video,Medium_Search Engine,3,20,10,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
30.0,44916.51,7.0,0.427,0.0203,30.0_Video,Medium_Social Media,2,20,8,0,1,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
21.0,54894.66,4.0,0.2096,0.06,21.0_Text,High_Social Media,1,20,10,1,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
13.0,47778.11,7.0,0.3978,0.0567,13.0_Banner,Medium_Social Media,3,20,12,1,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
35.0,77591.28,9.0,0.118,0.0629,35.0_Video,Very High_Search Engine,3,20,4,1,0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
35.0,45400.39,5.0,0.111,0.0941,35.0_Text,Medium_Social Media,4,20,11,1,0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
57.0,70012.45,4.0,0.1393,0.0399,57.0_Text,Very High_Social Media,5,20,11,0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
36.0,60544.46,3.0,0.2849,0.0692,36.0_Text,High_Search Engine,1,20,11,1,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
33.0,67810.31,3.0,0.3934,0.0345,33.0_Banner,Very High_Website,3,20,4,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
19.0,91745.9,7.0,0.0922,0.0329,19.0_Text,Very High_Social Media,3,20,4,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
30.0,63065.38,2.0,0.0972,0.0307,30.0_Banner,High_Social Media,5,20,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
28.0,42473.65,4.0,0.2719,0.0865,28.0_Video,Medium_Website,1,20,3,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
29.0,63563.75,3.0,0.3604,0.0725,29.0_Native,Very High_Search Engine,4,20,5,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
20.0,57313.69,4.0,0.2984,0.0676,20.0_Video,High_Search Engine,1,20,10,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
43.0,68613.48,3.0,0.1725,0.0688,43.0_Native,Very High_Social Media,6,20,10,1,0,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
32.0,54833.97,5.0,0.2751,0.031,32.0_Banner,High_Social Media,1,20,10,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
31.0,42690.12,2.0,0.0907,0.0401,31.0_Video,Medium_Search Engine,0,20,1,0,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
9.0,87150.75,3.0,0.1018,0.0874,9.0_Native,Very High_Social Media,5,20,8,1,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42.0,52655.64,4.0,0.046,0.042,42.0_Banner,High_Social Media,4,20,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
42.0,78276.64,5.0,0.0282,0.0652,42.0_Video,Very High_Website,3,20,2,1,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22.0,35250.26,4.0,0.4439,0.0319,22.0_Native,Low_Social Media,4,20,3,0,1,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
49.0,37574.61,4.0,0.1168,0.0579,49.0_Video,Medium_Search Engine,1,20,2,1,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
14.0,27929.51,4.0,0.2411,0.0724,14.0_Video,Low_Search Engine,1,20,12,1,1,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,14281.61,4.0,0.463,0.0616,34.0_Video,Low_Website,2,20,11,1,1,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
30.0,43526.47,7.0,0.1389,0.0323,30.0_Native,Medium_Website,3,20,3,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
15.0,55595.01,4.0,0.1827,0.038,15.0_Video,High_Website,4,20,11,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37.0,15746.76,4.0,0.4097,0.0618,37.0_Video,Low_Search Engine,3,20,6,1,1,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60.0,57499.6,7.0,0.1842,0.0548,60.0_Banner,High_Search Engine,2,20,10,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
36.0,42723.46,6.0,0.2155,0.0314,36.0_Video,Medium_Website,2,20,1,0,1,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
28.0,45336.41,5.0,0.3511,0.0478,28.0_Banner,Medium_Search Engine,4,20,9,0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,59800.94,6.0,0.0958,0.0646,41.0_Native,High_Website,0,20,5,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
36.0,46762.58,4.0,0.1719,0.034,36.0_Native,Medium_Website,2,20,8,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
35.0,20985.85,1.0,0.2112,0.0979,35.0_Video,Low_Search Engine,6,20,7,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
28.0,58126.37,4.0,0.3417,0.0483,28.0_Video,High_Social Media,6,20,12,0,1,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
56.0,47919.38,6.0,0.4156,0.0315,56.0_Banner,Medium_Social Media,2,20,7,0,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
41.0,65932.06,8.0,0.1205,0.0593,41.0_Native,Very High_Search Engine,2,20,12,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
27.0,43382.18,8.0,0.2459,0.0177,27.0_Banner,Medium_Website,6,20,5,0,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
33.0,91080.22,6.0,0.1409,0.0394,33.0_Banner,Very High_Search Engine,6,20,12,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.0,33626.66,8.0,0.0958,0.0309,23.0_Native,Low_Website,0,20,8,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
25.0,51902.76,3.0,0.2103,0.083,25.0_Video,High_Search Engine,4,20,9,1,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
25.0,56322.37,8.0,0.451,0.0604,25.0_Video,High_Social Media,1,20,8,1,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
17.0,56474.13,6.0,0.1488,0.0389,17.0_Native,High_Search Engine,0,20,10,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46.0,44058.53,6.0,0.1776,0.0236,46.0_Native,Medium_Website,5,20,8,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
30.0,51666.14,3.0,0.2554,0.0607,30.0_Banner,High_Social Media,1,20,8,1,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
43.0,80334.59,0.0,0.4291,0.0812,43.0_Text,Very High_Website,4,20,5,1,1,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
24.0,60657.53,5.0,0.098,0.0259,24.0_Text,High_Social Media,2,20,4,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
34.0,56056.97,5.0,0.2071,0.0563,34.0_Video,High_Search Engine,6,20,11,1,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
24.0,21586.89,4.0,0.0385,0.0624,24.0_Text,Low_Search Engine,2,20,8,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.0,41340.52,2.0,0.1088,0.058,45.0_Native,Medium_Search Engine,6,20,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
31.0,77295.77,6.0,0.4106,0.061,31.0_Banner,Very High_Social Media,2,20,6,1,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
24.0,49603.53,7.0,0.0264,0.048,24.0_Native,Medium_Website,1,20,7,0,0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
10.0,72408.93,3.0,0.2683,0.0577,10.0_Video,Very High_Search Engine,2,20,6,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
39.0,1303.99,10.0,0.5221,0.046,39.0_Native,Low_Website,2,20,12,0,1,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
24.0,62732.35,6.0,0.3399,0.0493,24.0_Banner,High_Social Media,5,20,10,0,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
34.0,42871.07,3.0,0.1111,0.0485,34.0_Banner,Medium_Search Engine,0,20,11,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
27.0,62279.97,1.0,0.2845,0.0649,27.0_Native,High_Website,6,20,12,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
49.0,51810.85,7.0,0.2496,0.0684,49.0_Banner,High_Website,3,20,3,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
43.0,49024.72,4.0,0.2186,0.0333,43.0_Banner,Medium_Social Media,1,20,4,0,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
41.0,35928.47,10.0,0.1269,0.0447,41.0_Native,Low_Website,5,20,2,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
25.0,56982.27,4.0,0.1183,0.0205,25.0_Native,High_Social Media,4,20,12,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
41.0,16303.18,8.0,0.3587,0.0632,41.0_Banner,Low_Search Engine,5,20,4,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
60.0,54714.57,8.0,0.1519,0.0485,60.0_Text,High_Search Engine,4,20,3,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
22.0,73434.72,6.0,0.2478,0.0329,22.0_Video,Very High_Search Engine,4,20,4,0,1,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
37.0,33037.15,1.0,0.2106,0.0507,37.0_Banner,Low_Website,5,20,9,1,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
10.0,45609.95,4.0,0.1894,0.0528,10.0_Native,Medium_Search Engine,5,20,9,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55.0,56373.78,8.0,0.1529,0.0366,55.0_Banner,High_Website,0,20,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
29.0,55482.15,6.0,0.0971,0.0491,29.0_Native,High_Website,3,20,6,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
46.0,57458.23,8.0,0.1014,0.0499,46.0_Text,High_Social Media,0,20,3,0,0,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
9.0,55430.8,0.0,0.1704,0.0532,9.0_Banner,High_Social Media,5,20,5,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
61.0,41083.13,4.0,0.2869,0.0626,61.0_Native,Medium_Search Engine,5,20,8,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
29.0,42451.45,3.0,0.174,0.0649,29.0_Banner,Medium_Website,5,20,8,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
43.0,63219.5,7.0,0.1743,0.0435,43.0_Text,High_Search Engine,0,20,10,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
37.0,29129.96,8.0,0.1377,0.10360000000000001,37.0_Video,Low_Website,4,20,8,1,0,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
31.0,26633.85,3.0,0.5238375,0.0582,31.0_Video,Low_Social Media,3,20,9,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
60.0,54463.9,3.0,0.1715,0.048,60.0_Text,High_Search Engine,3,20,12,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
10.0,47945.87,2.0,0.3429,0.0509,10.0_Native,Medium_Social Media,2,20,3,1,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
39.0,60667.59,2.0,0.185,0.0599,39.0_Video,High_Website,0,20,10,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
48.0,41570.5,4.0,0.1681,0.0756,48.0_Video,Medium_Social Media,5,20,2,1,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
34.0,32606.45,3.0,0.1777,0.0719,34.0_Native,Low_Search Engine,0,20,4,1,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
33.0,38968.73,8.0,0.3785,0.0328,33.0_Banner,Medium_Search Engine,3,20,12,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
32.0,48540.63,8.0,0.13,0.0677,32.0_Video,Medium_Search Engine,1,20,12,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
16.0,42822.78,5.0,0.143,0.0436,16.0_Text,Medium_Social Media,2,20,7,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
35.0,34194.61,2.0,0.2925,0.05,35.0_Video,Low_Social Media,3,20,6,0,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
42.0,55808.91,4.0,0.2293,0.0666,42.0_Text,High_Website,0,20,4,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
36.0,81675.77,1.0,0.1733,0.0355,36.0_Video,Very High_Social Media,6,20,8,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
30.0,28473.35,6.0,0.1739,0.0409,30.0_Banner,Low_Website,3,20,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
27.0,50753.31,2.0,0.0932,0.0457,27.0_Text,High_Social Media,4,20,9,0,0,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
30.0,19763.93,3.0,0.5238375,0.0851,30.0_Banner,Low_Website,3,20,9,1,1,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
53.0,50138.7,4.0,0.0555,0.0692,53.0_Banner,Medium_Search Engine,0,20,3,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3.0,42871.41,7.0,0.0945,0.0474,3.0_Banner,Medium_Search Engine,3,20,10,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,62074.21,5.0,0.089,0.0384,35.0_Native,High_Website,2,20,9,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
30.0,51929.6,3.0,0.2708,0.0473,30.0_Video,High_Search Engine,1,20,4,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
56.0,80724.87,5.0,0.1916,0.066,56.0_Banner,Very High_Search Engine,6,20,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35.0,55990.28,8.0,0.1299,0.0356,35.0_Video,High_Search Engine,3,20,3,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
57.0,74428.82,2.0,0.029,0.0228,57.0_Text,Very High_Social Media,4,20,11,0,0,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
3.0,65767.29,2.0,0.164,0.0145,3.0_Native,Very High_Social Media,3,20,9,0,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41.0,48240.07,6.0,0.5128,0.0579,41.0_Banner,Medium_Social Media,4,20,11,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
39.0,62234.06,9.0,0.1864,0.025,39.0_Text,High_Website,6,20,1,0,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
55.0,43958.03,2.0,0.0347,0.0768,55.0_Banner,Medium_Search Engine,6,20,3,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
10.0,13509.76,3.0,0.3522,0.0339,10.0_Video,Low_Social Media,3,20,10,0,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
32.0,44550.62,8.0,0.2096,0.0508,32.0_Native,Medium_Social Media,6,20,6,1,1,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
35.0,47671.28,6.0,0.2651,0.0669,35.0_Native,Medium_Social Media,5,20,7,1,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
27.0,39472.46,8.0,0.1949,0.0224,27.0_Native,Medium_Search Engine,5,20,7,0,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
53.0,54111.48,3.0,0.2028,0.0377,53.0_Video,High_Search Engine,4,20,7,0,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29.0,17297.4,7.0,0.444,0.0548,29.0_Native,Low_Social Media,2,20,3,1,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
65.0,46557.54,5.0,0.2974,0.0669,65.0_Video,Medium_Website,3,20,9,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
50.0,59884.35,7.0,0.1334,0.0525,50.0_Banner,High_Website,6,20,10,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
49.0,37043.84,10.0,0.4829,0.0519,49.0_Native,Low_Social Media,6,20,6,1,1,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
43.0,34359.84,5.0,0.265,0.0764,43.0_Native,Low_Website,0,20,2,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
19.0,75068.09,1.0,0.0499,0.0593,19.0_Text,Very High_Website,0,20,10,1,0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
28.0,31061.39,6.0,0.1208,0.0507,28.0_Text,Low_Search Engine,1,20,3,1,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
43.0,91413.87,9.0,0.5044,0.0456,43.0_Video,Very High_Website,2,20,5,0,1,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
45.0,63066.3,8.0,0.2095,0.0652,45.0_Text,High_Social Media,2,20,10,1,1,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
54.0,61549.16,8.0,0.1967,0.0687,54.0_Banner,High_Social Media,3,20,2,1,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
27.0,11320.59,10.0,0.1473,0.0313,27.0_Text,Low_Search Engine,1,20,6,0,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
22.0,65213.04,5.0,0.0979,0.0122,22.0_Banner,Very High_Search Engine,2,20,4,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47.0,85889.55,4.0,0.137,0.0497,47.0_Video,Very High_Social Media,0,20,3,0,0,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
